node,SCT
#supplementaries:buntings,47.500
#suppsquared:gold_candle_holders,92.470
#supplementaries:sacks,120.000
#minecraft:bundles,23.000
#logs,5.000
#create:rare_packages,1250.000
#minecraft:leaves,0.200
#minecraft:saplings,0.200
#flowers,0.500
#tall_flowers,0.500
#plants,0.250
#froglight,45.000
#eggs,0.000
#plant_foods,7.500
#meat_foods,20.000
#fish_foods,27.500
#corals,2.500
#bamboo_blocks,4.500
#dirts,0.300
#tombstones,25000.000
#pots,16.000
#pot_sherds,4000.000
#skulls,750.000
#seeds,0.250
#coal_ores,4.000
#iron_ores,35.000
#gold_ores,45.000
#copper_ores,6.000
#redstone_ores,25.000
#emerald_ores,100.000
#lapis_ores,25.000
#diamond_ores,300.000
#quartz_ores,60.000
#born_in_chaos_v1:infected_diamond_ores,800.000
#randomium_ores,4000.000
#mithril_ores,300.000
#zinc_ores,25.000
#zenalite_ores,150.000
#chlorophyte_ores,800.000
#dreadstone_ores,40.000
#solar_core_ores,60.000
#create:blaze_burners,64.100
#minecraft:pumpkins,6.000
#supplementaries:bamboo_spikes,1.630
#relics,5000.000
#archeology_fossils,7500.000
#archeology:vases,125.000
#archeology_totems,25000.000
#born_in_chaos_v1:charms,2900.000
#born_in_chaos_v1:candies,0.260
#born_in_chaos_v1:pumpkins,8.500
#music_discs,540.000
#crystal_chronicles:flesh_blocks,1.000
#crystal_chronicles:flesh_plants,0.250
#fdbosses:trophies,14400.000
#fdbosses:cores,5000.000
#hazennstuff:frostbite_planks,0.830
#minecraft:copper_grates,1.940
#create:copper_shingle_stairs,0.430
#minecraft:copper_doors,1.720
#create:copper_shingles,0.430
#create:copper_tiles,0.430
#minecraft:cut_copper_stairs,1.940
#create:copper_tile_stairs,0.430
#create:copper_tile_slabs,0.220
#minecraft:cut_copper_slabs,0.970
#minecraft:copper_trapdoors,2.580
#create:copper_shingle_slabs,0.220
#minecraft:chiseled_coppers,1.940
#minecraft:copper_bulbs,13.330
#somemoreblocks:cracked_copper_bricks,1.940
#somemoreblocks:copper_pillars,7.740
#somemoreblocks:cracked_cut_coppers,1.940
create:cut_granite_brick_slab,8.000
create:polished_cut_granite,16.000
create:polished_cut_granite_wall,16.000
create:small_granite_brick_wall,16.000
create:cut_granite_wall,16.000
create:cut_granite_brick_wall,16.000
create:small_granite_bricks,16.000
create:cut_granite_brick_stairs,16.000
create:granite_pillar,16.000
create:polished_cut_granite_slab,8.000
create:cut_granite_stairs,16.000
create:small_granite_brick_stairs,16.000
create:cut_granite_slab,8.000
create:cut_granite_bricks,16.000
create:polished_cut_granite_stairs,16.000
create:layered_granite,16.000
create:cut_granite,16.000
create:small_granite_brick_slab,8.000
sophisticatedbackpacks:stonecutter_upgrade,229.950
sophisticatedstorage:stonecutter_upgrade,164.250
somemoreblocks:cut_netherite,700.920
somemoreblocks:netherite_bricks,700.920
hazennstuff:lemon_god_boots,2460.360
hazennstuff:permafrost_fragment,34.650
irons_spellbooks:permafrost_shard,277.180
hazennstuff:giorno_giovanna_boots,696.090
hazennstuff:frieren_boots,692.210
hazennstuff:atlas_boots,692.960
irons_spellbooks:pyromancer_boots,4916.910
irons_spellbooks:archevoker_boots,4996.910
irons_spellbooks:cryomancer_boots,4868.910
irons_spellbooks:priest_boots,4849.630
irons_spellbooks:electromancer_boots,4876.910
irons_spellbooks:shadowwalker_boots,4916.910
irons_spellbooks:plagued_boots,4826.910
irons_spellbooks:cultist_boots,5036.910
hazennstuff:frieren_chestplate,1298.290
hazennstuff:giorno_giovanna_chestplate,1302.170
hazennstuff:atlas_chestplate,1299.040
irons_spellbooks:electromancer_chestplate,5482.990
irons_spellbooks:pyromancer_chestplate,5522.990
irons_spellbooks:cryomancer_chestplate,5474.990
irons_spellbooks:priest_chestplate,5455.710
irons_spellbooks:plagued_chestplate,5432.990
irons_spellbooks:cultist_chestplate,5642.990
irons_spellbooks:shadowwalker_chestplate,5522.990
irons_spellbooks:archevoker_chestplate,5602.990
hazennstuff:frieren_leggings,1146.770
hazennstuff:atlas_leggings,1147.520
hazennstuff:giorno_giovanna_leggings,1150.650
irons_spellbooks:shadowwalker_leggings,5371.470
irons_spellbooks:cultist_leggings,5491.470
irons_spellbooks:priest_leggings,5304.190
irons_spellbooks:pyromancer_leggings,5371.470
irons_spellbooks:plagued_leggings,5281.470
irons_spellbooks:electromancer_leggings,5331.470
irons_spellbooks:cryomancer_leggings,5323.470
irons_spellbooks:archevoker_leggings,5451.470
hazennstuff:frieren_helmet,843.730
hazennstuff:giorno_giovanna_helmet,847.610
hazennstuff:atlas_helmet,844.480
hazennstuff:fireblossom_helmet,2355.580
hazennstuff:fireblossom_crown,4711.160
irons_spellbooks:priest_helmet,5001.150
irons_spellbooks:archevoker_helmet,5148.430
irons_spellbooks:electromancer_helmet,5028.430
irons_spellbooks:cultist_helmet,5188.430
irons_spellbooks:cryomancer_helmet,5020.430
irons_spellbooks:pyromancer_helmet,5068.430
irons_spellbooks:shadowwalker_helmet,5068.430
irons_spellbooks:plagued_helmet,4978.430
hazennstuff:divine_mold,553.580
hazennstuff:excalibur,123.900
hazennstuff:excalibur_divine_gold,123.900
hazennstuff:pickaxe_axe,123.900
hazennstuff:pickaxe_axe_divine_gold,123.900
hazennstuff:runestone_fragments,19.240
irons_spellbooks:blank_rune,178.720
hazennstuff:arcane_steel_block,831.420
irons_spellbooks:arcane_ingot,92.380
create:schedule,80.180
sophisticatedstorage:crafting_upgrade,110.110
sophisticatedbackpacks:crafting_upgrade,178.460
sophisticatedbackpacks:advanced_void_upgrade,229.950
sophisticatedstorage:advanced_void_upgrade,229.950
sophisticatedbackpacks:void_upgrade,211.700
sophisticatedstorage:void_upgrade,143.350
sophisticatedstorage:advanced_magnet_upgrade,229.950
sophisticatedbackpacks:advanced_magnet_upgrade,229.950
sophisticatedstorage:advanced_pickup_upgrade,229.950
sophisticatedbackpacks:advanced_pickup_upgrade,229.950
sophisticatedbackpacks:magnet_upgrade,229.950
sophisticatedstorage:magnet_upgrade,229.950
sophisticatedstorage:pickup_upgrade,182.820
sophisticatedbackpacks:pickup_upgrade,229.950
sophisticatedstorage:advanced_compacting_upgrade,229.950
sophisticatedbackpacks:advanced_compacting_upgrade,229.950
sophisticatedbackpacks:compacting_upgrade,229.950
sophisticatedstorage:compacting_upgrade,229.950
minecraft:piston,82.590
minecraft:sticky_piston,112.710
irons_spellbooks:wisewood_bookshelf,7.150
sophisticatedstorage:advanced_alchemy_upgrade,229.950
sophisticatedbackpacks:advanced_alchemy_upgrade,229.950
sophisticatedbackpacks:alchemy_upgrade,229.950
sophisticatedstorage:alchemy_upgrade,229.950
create:bar_of_chocolate,1875.000
create:chocolate_bucket,7500.000
create:chocolate,7.500
irons_spellbooks:eldritch_manuscript,6665.000
irons_spellbooks:ancient_knowledge_fragment,2221.670
sophisticatedstorage:auto_smoking_upgrade,229.950
sophisticatedbackpacks:auto_smoking_upgrade,229.950
sophisticatedstorage:smoking_upgrade,229.950
sophisticatedbackpacks:smoking_upgrade,229.950
create:secondary_linear_chassis,16.040
create:linear_chassis,16.040
sophisticatedbackpacks:stack_upgrade_omega_tier,229.940
sophisticatedstorage:stack_upgrade_omega_tier,76.650
sophisticatedbackpacks:stack_upgrade_tier_4,229.940
sophisticatedstorage:stack_upgrade_tier_5,76.650
sophisticatedstorage:stack_upgrade_tier_4,76.650
sophisticatedbackpacks:stack_upgrade_tier_3,229.940
sophisticatedbackpacks:stack_upgrade_tier_2,229.940
sophisticatedstorage:stack_upgrade_tier_3,76.650
sophisticatedbackpacks:stack_upgrade_tier_1,229.940
sophisticatedstorage:stack_upgrade_tier_2,76.650
sophisticatedbackpacks:stack_upgrade_starter_tier,198.420
sophisticatedstorage:stack_upgrade_tier_1_plus,67.520
sophisticatedstorage:advanced_filter_upgrade,143.790
sophisticatedbackpacks:advanced_filter_upgrade,212.140
sophisticatedbackpacks:filter_upgrade,196.900
sophisticatedstorage:filter_upgrade,128.550
sophisticatedbackpacks:advanced_feeding_upgrade,229.950
sophisticatedstorage:advanced_feeding_upgrade,229.950
sophisticatedbackpacks:feeding_upgrade,229.950
sophisticatedstorage:feeding_upgrade,196.190
somemoreblocks:cut_gold,67.230
somemoreblocks:gold_bricks,67.230
hazennstuff:wisewood_cane,23.080
hazennstuff:frieren_staff,29.480
sophisticatedstorage:advanced_jukebox_upgrade,229.950
sophisticatedbackpacks:advanced_jukebox_upgrade,229.950
sophisticatedstorage:storage_io,299.790
sophisticatedstorage:storage_input,299.790
sophisticatedstorage:storage_output,299.790
sophisticatedstorage:auto_blasting_upgrade,229.950
sophisticatedbackpacks:auto_blasting_upgrade,229.950
paraglider:goron_goddess_statue,8.670
paraglider:goddess_statue,17.200
paraglider:kakariko_goddess_statue,2.030
paraglider:rito_goddess_statue,1.400
create:factory_gauge,49.750
create:rose_quartz_tiles,2.400
create:small_rose_quartz_tiles,2.400
supplementaries:blackboard,24.760
hazennstuff:rose_quartz,8.590
create:stock_ticker,66.550
minecraft:netherite_ingot,77.880
minecraft:netherite_block,700.920
sophisticatedbackpacks:auto_smelting_upgrade,229.950
sophisticatedstorage:auto_smelting_upgrade,229.950
paraglider:paraglider,39.600
paraglider:deku_leaf,39.900
create:sail_frame,38.700
create:white_sail,38.700
create:filter,63.560
create:andesite_table_cloth,8.280
create:vertical_gearbox,35.420
create:gearbox,35.420
create:clipboard,17.640
create:stressometer,85.160
create:speedometer,85.160
create:andesite_alloy_block,149.040
create:andesite_alloy,16.560
sophisticatedstorage:blasting_upgrade,229.950
sophisticatedbackpacks:blasting_upgrade,229.950
sophisticatedstorage:stack_downgrade_tier_1,118.250
sophisticatedbackpacks:stack_downgrade_tier_1,186.600
sophisticatedstorage:smelting_upgrade,229.950
sophisticatedbackpacks:smelting_upgrade,229.950
sophisticatedbackpacks:jukebox_upgrade,229.950
sophisticatedstorage:jukebox_upgrade,186.890
sophisticatedbackpacks:stack_downgrade_tier_2,202.180
sophisticatedstorage:stack_downgrade_tier_2,133.830
sophisticatedstorage:stack_downgrade_tier_3,149.410
sophisticatedbackpacks:stack_downgrade_tier_3,217.760
minecraft:leather_horse_armor,87.500
minecraft:leather,12.500
minecraft:saddle,53.500
irons_spellbooks:hogskin,12.500
hazennstuff:steel_nugget,8.220
hazennstuff:steel_ingot,73.980
somemoreblocks:cut_iron,144.000
somemoreblocks:iron_bricks,144.000
create:packager,79.200
create:repackager,79.200
create:redstone_requester,59.180
create:stock_link,43.080
minecraft:glass_bottle,0.050
minecraft:iron_nugget,1.780
minecraft:iron_pickaxe,48.840
minecraft:iron_helmet,80.000
minecraft:golden_chestplate,59.760
minecraft:iron_leggings,112.000
irons_spellbooks:common_ink,0.050
minecraft:golden_hoe,15.780
minecraft:golden_pickaxe,23.250
born_in_chaos_v1:scorched_log,21.670
irons_spellbooks:arcane_essence,11.440
create_wizardry:mana,2.500
irons_spellbooks:rare_ink,0.580
minecraft:bucket,48.000
born_in_chaos_v1:scorched_wood,28.890
minecraft:iron_sword,32.420
irons_spellbooks:blood_vial,60.050
irons_spellbooks:timeless_slurry,4.530
born_in_chaos_v1:smoldering_scorched_log,27.920
minecraft:iron_chestplate,128.000
hazennstuff:wisewood_planks,1.070
irons_spellbooks:uncommon_ink,0.210
irons_spellbooks:blood,0.240
minecraft:gold_ingot,7.470
#create:honeys,0.010
minecraft:golden_shovel,8.310
irons_spellbooks:legendary_ink,3.700
born_in_chaos_v1:smoldering_scorched_wood,37.230
irons_spellbooks:epic_ink,1.690
minecraft:golden_axe,23.250
minecraft:iron_boots,64.000
irons_spellbooks:ice_venom_vial,2752.550
minecraft:iron_ingot,16.000
supplementaries:sugar_cube,1.080
create_wizardry:blood_bucket,240.000
born_in_chaos_v1:stripped_scorched_log,21.670
minecraft:golden_helmet,37.350
hazennstuff:wisewood_log,6.430
minecraft:honey_block,8.240
create_wizardry:mana_bucket,2550.000
hazennstuff:stripped_wisewood_log,6.430
create:builders_tea,1250.050
minecraft:gold_block,67.230
minecraft:iron_hoe,32.840
born_in_chaos_v1:stripped_scorched_wood,28.890
minecraft:golden_sword,15.360
minecraft:honey_bottle,2.550
minecraft:golden_leggings,52.290
hazennstuff:stripped_wisewood_wood,6.430
minecraft:iron_axe,48.840
hazennstuff:wisewood_wood,6.430
#born_in_chaos_v1:scorched_planks,3.610
irons_spellbooks:lightning_bottle,20.050
minecraft:stick,0.420
minecraft:iron_shovel,16.840
create:honey_bucket,10.000
minecraft:golden_boots,29.880
minecraft:iron_block,144.000
minecraft:gold_nugget,0.830
minecraft:sugar,0.010
create:experience_nugget,30.180
create:experience_block,271.620
minecraft:slime_ball,30.120
minecraft:slime_block,271.080
minecraft:bone_block,22.500
minecraft:bone_meal,2.500
create:cut_andesite_bricks,16.000
create:polished_cut_andesite_wall,16.000
create:cut_andesite,16.000
create:small_andesite_bricks,16.000
create:cut_andesite_slab,8.000
create:cut_andesite_wall,16.000
create:andesite_pillar,16.000
create:cut_andesite_brick_slab,8.000
create:cut_andesite_stairs,16.000
create:polished_cut_andesite_stairs,16.000
create:cut_andesite_brick_stairs,16.000
create:layered_andesite,16.000
create:small_andesite_brick_slab,8.000
create:polished_cut_andesite_slab,8.000
create:cut_andesite_brick_wall,16.000
create:small_andesite_brick_wall,16.000
create:small_andesite_brick_stairs,16.000
create:polished_cut_andesite,16.000
create:cut_scorchia_stairs,16.000
create:polished_cut_scorchia_stairs,16.000
create:small_scorchia_brick_wall,16.000
create:polished_cut_scorchia,16.000
create:polished_cut_scorchia_slab,8.000
create:small_scorchia_brick_stairs,16.000
create:small_scorchia_bricks,16.000
create:cut_scorchia_slab,8.000
create:polished_cut_scorchia_wall,16.000
create:cut_scorchia_brick_stairs,16.000
create:scorchia_pillar,16.000
create:cut_scorchia,16.000
create:cut_scorchia_brick_wall,16.000
create:small_scorchia_brick_slab,8.000
create:layered_scorchia,16.000
create:cut_scorchia_brick_slab,8.000
create:cut_scorchia_wall,16.000
create:cut_scorchia_bricks,16.000
create:polished_cut_deepslate,16.000
create:polished_cut_deepslate_slab,8.000
create:cut_deepslate_brick_slab,8.000
create:deepslate_pillar,16.000
create:cut_deepslate_wall,16.000
create:polished_cut_deepslate_stairs,16.000
create:cut_deepslate_stairs,16.000
create:cut_deepslate_slab,8.000
create:layered_deepslate,16.000
create:polished_cut_deepslate_wall,16.000
create:small_deepslate_brick_stairs,16.000
create:cut_deepslate_brick_stairs,16.000
minecraft:deepslate,16.000
create:cut_deepslate_bricks,16.000
create:cut_deepslate,16.000
create:cut_deepslate_brick_wall,16.000
create:small_deepslate_brick_wall,16.000
create:small_deepslate_brick_slab,8.000
create:small_deepslate_bricks,16.000
minecraft:bolt_armor_trim_smithing_template,550.000
#somemoreblocks:copper_bricks,1.940
#minecraft:cut_coppers,1.940
create:attribute_filter,60.660
create:brass_table_cloth,1.460
create:brass_ingot,2.930
create:brass_block,26.370
create:brass_nugget,0.330
create:copper_table_cloth,0.430
minecraft:copper_ingot,0.860
#minecraft:coppers,7.740
create:copper_nugget,0.100
minecraft:waxed_copper_block,77.740
minecraft:raw_copper_block,54.000
minecraft:raw_copper,6.000
somemoreblocks:redstone_bricks,0.900
somemoreblocks:cut_redstone,0.900
create:package_filter,61.120
create:zinc_ingot,5.000
create:zinc_nugget,0.560
create:zinc_block,45.000
born_in_chaos_v1:dark_upgrade,3487.500
hazennstuff:zenalite_block,1050.000
hazennstuff:zenalite_ingot,262.500
create:cut_veridium_brick_slab,8.000
create:polished_cut_veridium,16.000
create:cut_veridium_brick_stairs,16.000
create:cut_veridium_slab,8.000
create:small_veridium_bricks,16.000
create:cut_veridium_brick_wall,16.000
create:small_veridium_brick_stairs,16.000
create:cut_veridium,16.000
create:small_veridium_brick_slab,8.000
create:cut_veridium_bricks,16.000
create:cut_veridium_stairs,16.000
create:small_veridium_brick_wall,16.000
create:cut_veridium_wall,16.000
create:polished_cut_veridium_stairs,16.000
create:layered_veridium,16.000
create:polished_cut_veridium_wall,16.000
create:polished_cut_veridium_slab,8.000
create:veridium_pillar,16.000
minecraft:quartz_slab,8.000
minecraft:chiseled_quartz_block,16.000
create:cut_ochrum_wall,16.000
create:small_ochrum_bricks,16.000
create:polished_cut_ochrum_stairs,16.000
create:cut_ochrum_stairs,16.000
create:small_ochrum_brick_stairs,16.000
create:cut_ochrum_brick_slab,8.000
create:cut_ochrum_brick_stairs,16.000
create:polished_cut_ochrum,16.000
create:cut_ochrum_bricks,16.000
create:small_ochrum_brick_slab,8.000
create:layered_ochrum,16.000
create:cut_ochrum_slab,8.000
create:cut_ochrum_brick_wall,16.000
create:polished_cut_ochrum_wall,16.000
create:ochrum_pillar,16.000
create:cut_ochrum,16.000
create:polished_cut_ochrum_slab,8.000
create:small_ochrum_brick_wall,16.000
create:small_crimsite_brick_stairs,16.000
create:cut_crimsite_stairs,16.000
create:cut_crimsite_brick_slab,8.000
create:polished_cut_crimsite_wall,16.000
create:layered_crimsite,16.000
create:cut_crimsite_slab,8.000
create:cut_crimsite_brick_stairs,16.000
create:cut_crimsite_bricks,16.000
create:cut_crimsite_brick_wall,16.000
create:small_crimsite_brick_wall,16.000
create:small_crimsite_bricks,16.000
create:crimsite_pillar,16.000
create:cut_crimsite_wall,16.000
create:polished_cut_crimsite_slab,8.000
create:cut_crimsite,16.000
create:polished_cut_crimsite_stairs,16.000
create:small_crimsite_brick_slab,8.000
create:polished_cut_crimsite,16.000
minecraft:snout_armor_trim_smithing_template,558.000
minecraft:wild_armor_trim_smithing_template,558.240
minecraft:coast_armor_trim_smithing_template,558.000
minecraft:vex_armor_trim_smithing_template,558.000
minecraft:sentry_armor_trim_smithing_template,558.000
supplementaries:blast_armor_trim_smithing_template,558.000
minecraft:silence_armor_trim_smithing_template,558.000
minecraft:ward_armor_trim_smithing_template,558.000
create:small_diorite_bricks,16.000
create:cut_diorite_stairs,16.000
create:polished_cut_diorite_slab,8.000
create:diorite_pillar,16.000
create:polished_cut_diorite_wall,16.000
create:cut_diorite,16.000
create:cut_diorite_bricks,16.000
create:small_diorite_brick_stairs,16.000
create:polished_cut_diorite_stairs,16.000
create:small_diorite_brick_wall,16.000
create:cut_diorite_brick_slab,8.000
create:layered_diorite,16.000
create:small_diorite_brick_slab,8.000
create:cut_diorite_brick_wall,16.000
create:cut_diorite_slab,8.000
create:cut_diorite_brick_stairs,16.000
create:cut_diorite_wall,16.000
create:polished_cut_diorite,16.000
create:small_scoria_brick_stairs,16.000
create:polished_cut_scoria_wall,16.000
create:cut_scoria_brick_wall,16.000
create:cut_scoria_brick_slab,8.000
create:polished_cut_scoria,16.000
create:layered_scoria,16.000
create:cut_scoria_brick_stairs,16.000
create:small_scoria_brick_wall,16.000
create:cut_scoria_stairs,16.000
create:cut_scoria_wall,16.000
create:small_scoria_bricks,16.000
create:cut_scoria_bricks,16.000
create:small_scoria_brick_slab,8.000
create:polished_cut_scoria_stairs,16.000
create:scoria_pillar,16.000
create:cut_scoria,16.000
create:cut_scoria_slab,8.000
create:polished_cut_scoria_slab,8.000
minecraft:eye_armor_trim_smithing_template,558.000
create:cut_limestone_brick_stairs,16.000
create:cut_limestone_brick_wall,16.000
create:cut_limestone_wall,16.000
create:polished_cut_limestone,16.000
create:small_limestone_brick_stairs,16.000
create:cut_limestone_slab,8.000
create:layered_limestone,16.000
create:cut_limestone_bricks,16.000
create:small_limestone_brick_slab,8.000
create:polished_cut_limestone_slab,8.000
create:small_limestone_bricks,16.000
create:cut_limestone_brick_slab,8.000
create:cut_limestone_stairs,16.000
create:polished_cut_limestone_wall,16.000
create:polished_cut_limestone_stairs,16.000
create:cut_limestone,16.000
create:limestone_pillar,16.000
create:small_limestone_brick_wall,16.000
create:small_asurine_brick_wall,16.000
create:polished_cut_asurine,16.000
create:cut_asurine_brick_slab,8.000
create:small_asurine_bricks,16.000
create:polished_cut_asurine_stairs,16.000
create:cut_asurine,16.000
create:polished_cut_asurine_slab,8.000
create:cut_asurine_stairs,16.000
create:cut_asurine_bricks,16.000
create:polished_cut_asurine_wall,16.000
create:layered_asurine,16.000
create:asurine_pillar,16.000
create:cut_asurine_wall,16.000
create:cut_asurine_brick_stairs,16.000
create:cut_asurine_brick_wall,16.000
create:small_asurine_brick_slab,8.000
create:small_asurine_brick_stairs,16.000
create:cut_asurine_slab,8.000
create:small_calcite_bricks,16.000
create:small_calcite_brick_wall,16.000
create:cut_calcite_slab,8.000
create:layered_calcite,16.000
create:polished_cut_calcite_slab,8.000
create:cut_calcite_brick_stairs,16.000
create:cut_calcite,16.000
create:polished_cut_calcite,16.000
create:calcite_pillar,16.000
create:small_calcite_brick_slab,8.000
create:cut_calcite_bricks,16.000
create:cut_calcite_brick_wall,16.000
create:cut_calcite_brick_slab,8.000
create:cut_calcite_stairs,16.000
create:small_calcite_brick_stairs,16.000
create:polished_cut_calcite_wall,16.000
create:cut_calcite_wall,16.000
create:polished_cut_calcite_stairs,16.000
minecraft:host_armor_trim_smithing_template,558.000
minecraft:shaper_armor_trim_smithing_template,558.000
minecraft:raiser_armor_trim_smithing_template,558.000
minecraft:wayfinder_armor_trim_smithing_template,558.000
#minecraft:stained_glass_panes,6.000
create:vertical_framed_glass_pane,6.000
create:horizontal_framed_glass_pane,6.000
create:framed_glass_pane,6.000
create:tiled_glass_pane,6.000
create:horizontal_framed_glass,16.000
create:framed_glass,16.000
create:tiled_glass,16.000
#c:glass_blocks/cheap,16.000
create:vertical_framed_glass,16.000
minecraft:red_sandstone_slab,32.000
minecraft:chiseled_red_sandstone,64.000
minecraft:dune_armor_trim_smithing_template,604.500
minecraft:sandstone_slab,32.000
minecraft:chiseled_sandstone,64.000
create:cut_tuff_slab,8.000
create:small_tuff_bricks,16.000
create:cut_tuff_brick_slab,8.000
create:cut_tuff_stairs,16.000
create:polished_cut_tuff,16.000
#sands,16.000
create:small_tuff_brick_stairs,16.000
minecraft:mossy_cobblestone,16.250
create:cut_tuff_brick_stairs,16.000
create:cut_tuff,16.000
minecraft:stone_slab,8.000
create:cut_tuff_bricks,16.000
minecraft:clay_ball,4.000
minecraft:clay,16.000
create:cut_tuff_brick_wall,16.000
minecraft:lava,0.320
create:layered_tuff,16.000
create:small_tuff_brick_wall,16.000
minecraft:soul_sand,16.000
minecraft:sandstone,64.000
create:polished_cut_tuff_wall,16.000
minecraft:flint,16.000
#gravels,16.000
supplementaries:flint_block,144.000
create:cut_tuff_wall,16.000
create:polished_cut_tuff_slab,8.000
create:tuff_pillar,16.000
#stones,16.000
#minecraft:terracotta,16.000
create:polished_cut_tuff_stairs,16.000
create:small_tuff_brick_slab,8.000
minecraft:stone,16.000
minecraft:lava_bucket,320.000
minecraft:spire_armor_trim_smithing_template,557.030
minecraft:purpur_pillar,15.000
minecraft:purpur_slab,7.500
somemoreblocks:cut_emerald,450.000
somemoreblocks:emerald_bricks,450.000
minecraft:dried_kelp_block,0.900
minecraft:dried_kelp,0.100
create:layered_dripstone,4.000
create:cut_dripstone_wall,4.000
create:polished_cut_dripstone_slab,2.000
create:cut_dripstone_stairs,4.000
create:small_dripstone_bricks,4.000
create:cut_dripstone_slab,2.000
create:polished_cut_dripstone,4.000
create:small_dripstone_brick_stairs,4.000
create:cut_dripstone,4.000
create:small_dripstone_brick_slab,2.000
create:cut_dripstone_brick_slab,2.000
create:cut_dripstone_brick_wall,4.000
create:cut_dripstone_bricks,4.000
create:polished_cut_dripstone_stairs,4.000
create:dripstone_pillar,4.000
create:polished_cut_dripstone_wall,4.000
create:cut_dripstone_brick_stairs,4.000
create:small_dripstone_brick_wall,4.000
minecraft:dripstone_block,4.000
heartstone:heartstone,1211.420
somemoreblocks:amethyst_bricks,22.840
somemoreblocks:cut_amethyst,22.840
minecraft:amethyst_block,22.840
minecraft:amethyst_shard,5.710
supplementaries:globe,1472.010
supplementaries:globe_sepia,1472.010
supplementaries:soap,420.670
supplementaries:soap_block,3786.030
create:bound_cardboard_block,45.000
create:cardboard_block,15.000
create:cardboard,7.500
irons_spellbooks:frozen_bone,2417.500
irons_spellbooks:icy_fang,6867.500
irons_spellbooks:ice_venom,11.010
minecraft:water,2.500
minecraft:water_bucket,2500.000
minecraft:flow_armor_trim_smithing_template,595.780
minecraft:resin_block,540.000
minecraft:resin_clump,60.000
minecraft:rotten_flesh,2.500
crystal_chronicles:rotten_flesh_block,10.000
minecraft:gunpowder,0.100
minecraft:redstone,0.100
minecraft:redstone_block,0.900
minecraft:glowstone,0.400
minecraft:glowstone_dust,0.100
minecraft:raw_iron,35.000
minecraft:raw_iron_block,315.000
born_in_chaos_v1:bundle_of_bones,75.000
minecraft:bone,5.640
minecraft:string,15.000
#minecraft:wool,60.000
supplementaries:flax_block,135.000
supplementaries:flax,15.000
somemoreblocks:cut_coal,18.000
somemoreblocks:coal_bricks,18.000
minecraft:tide_armor_trim_smithing_template,550.560
minecraft:nether_wart_block,45.000
minecraft:nether_wart,5.000
minecraft:emerald,50.000
minecraft:emerald_block,450.000
born_in_chaos_v1:dark_metal_nugget,400.000
born_in_chaos_v1:dark_metal_block,32400.000
born_in_chaos_v1:dark_metal_ingot,3600.000
minecraft:elytra,1600.000
somemoreblocks:cut_lapis,18.720
somemoreblocks:lapis_bricks,18.720
minecraft:netherite_upgrade_smithing_template,542.600
born_in_chaos_v1:shattered_skull,25.000
born_in_chaos_v1:pile_of_skulls,100.000
minecraft:feather,15.000
supplementaries:feather_block,135.000
minecraft:lapis_block,18.720
minecraft:lapis_lazuli,2.080
minecraft:coal_block,18.000
minecraft:coal,2.000
irons_spellbooks:pyrium_ingot,60.000
hazennstuff:pyrium_nugget,6.670
hazennstuff:pyrium_block,540.000
irons_spellbooks:mithril_scrap,150.000
hazennstuff:mithril_block,5400.000
irons_spellbooks:mithril_ingot,600.000
somemoreblocks:cut_diamond,720.000
somemoreblocks:diamond_bricks,720.000
create_wizardry:lightning_bucket,80.000
create_wizardry:lightning,0.080
sophisticatedcore:xp_bucket,20.000
sophisticatedcore:xp_still,0.020
minecraft:raw_gold_block,405.000
minecraft:raw_gold,45.000
minecraft:rib_armor_trim_smithing_template,542.600
minecraft:diamond_block,720.000
minecraft:diamond,80.000
born_in_chaos_v1:diamond_termite_shard,8.890
minecraft:milk,7.500
minecraft:milk_bucket,7500.000
minecraft:poisonous_potato,7.500
minecraft:hay_block,270.000
minecraft:wheat,30.000
create:raw_zinc_block,45.000
create:raw_zinc,5.000
#dark_metal_ores,400.000
born_in_chaos_v1:pileof_dark_metal,3600.000
